neutral,0.560751438,0.533234119,0,0.333333333,0,0,0,1,0,0.426401433,0.377777778,0.944444444,0.333333333,1,0.467546755
entailment,0.896822691,0.852071941,0.98133654,0.857142857,0.666666667,0.6,0.5,1,0,0.857142857,0.75,1,0.857142857,1,0.916666667
neutral,0.635793209,0.819505811,0.974274922,0.857142857,0.666666667,0.4,0,1,0,0.857142857,0.75,1,0.857142857,1,0.888888889
neutral,0.586147308,0.563218117,0.928299117,0.571428571,0.333333333,0.2,0,0,0,0.569802882,0.255550626,1,0.571428571,0,0.789115646
neutral,0.799591601,0.552661657,0.921419676,0.571428571,0.333333333,0.2,0,0,0,0.569802882,0.255550626,1,0.571428571,0,0.816326531
neutral,0.854661405,0.790133953,0.978968299,0.666666667,0.181818182,0.1,0,1,0.875,0.833333333,0.875,0.291666667,0.333333333,1,0.46559633
neutral,0.850205541,0.753938913,0.94865657,0.615384615,0.416666667,0.363636364,0.3,1,0.923076923,0.739940073,0.569735446,0.307692308,0.615384615,1,0.649846154
neutral,0.837984443,0.681320667,0.949496181,0.777777778,0.125,0,0,1,0,0.646761667,0.942964916,0.407407407,0.444444444,1,0.54789272
neutral,0.944244802,0.901071966,0.977182402,0.769230769,0.583333333,0.454545455,0.3,1,0.961538462,0.848874688,0.741843029,0.320512821,0.769230769,1,0.760286225
entailment,0.891779065,0.660975218,0.963417719,0.9,0.666666667,0.5,0.428571429,0,0,0.827170192,0.799054932,0.590909091,0.636363636,1,0.647571606
neutral,0.818072319,0.860499978,0.974150968,0.769230769,0.666666667,0.545454545,0.4,1,1,0.811107106,0.692015716,0.345238095,0.785714286,1,0.924535916
neutral,0.868708134,0.729431748,0.953289544,0.5,0.153846154,0,0,1,0.933333333,0.592348878,0.57606584,0,0.333333333,1,0.35942029
neutral,0.232005507,0.354560643,0,0.153846154,0,0,0,0,0.857142857,0.340206909,0.135526185,0,0.214285714,0,0.25210084
neutral,0.445823789,0.462173879,0,0.230769231,0.083333333,0,0,0,0,0.223606798,0.161507934,0.884615385,0.230769231,0,0.383333333
neutral,0.297894061,0.426511407,0,0.142857143,0,0,0,0,0.833333333,0.331133089,0.140859042,0,0.2,0,0.29040404
neutral,0.325180769,0.440238357,0.872637252,0.333333333,0,0,0,0,0,0.362738125,0.211288564,0.625,0.2,0,0.432330827
neutral,0.282268077,0.349209487,0,0.142857143,0,0,0,0,1,0.276685786,0,0.444444444,0.222222222,0,0.553846154
entailment,0.955455184,0.936396658,0.978510846,0.857142857,0.833333333,0.8,0.75,1,0,0.875,0.75,1,0.875,0,0.84057971
contradiction,0.690544128,0.795108199,0.944971184,0.857142857,0.5,0.4,0.25,1,0,0.75,0.866025404,1,0.625,0,0.771428571
contradiction,0.795696497,0.901011527,0.966004976,0.833333333,0.6,0.5,0.333333333,1,0,0.782623792,0.75,1,0.75,1,0.852941176
neutral,0.877059817,0.679100454,0.917742613,0.5,0.142857143,0,0,1,0,0.426401433,0.708333333,0.944444444,0.444444444,1,0.708333333
neutral,0.316501439,0.562215209,0.892624917,0.333333333,0.2,0,0,0,0,0.447213595,0.25,1,0.375,0,0.597014925
neutral,0.404617965,0.363300681,0.85915356,0.428571429,0.166666667,0,0,0,0,0.426401433,0,1,0.375,0,0.538732394
neutral,0.49144882,0.595966041,0.881198835,0.285714286,0.166666667,0,0,0,0,0.375,0.25,1,0.375,0,0.579710145
entailment,0.996770203,0.973485708,0.988715886,0.875,0.714285714,0.666666667,0.6,1,0,0.875,0.75,1,0.875,1,0.906976744
neutral,0.775782347,0.751227856,0.965357096,0.875,0.857142857,0.833333333,0.8,1,0,0.875,0.75,1,0.875,1,0.921348315
entailment,0.935133219,0.791726053,0.95236289,0.875,0.857142857,0.833333333,0.8,1,0,0.782623792,0.9,0.5625,0.875,1,0.946261682
neutral,0.653285444,0.500014782,0.895396361,0.5,0.285714286,0.166666667,0,1,0,0.5,0.447213595,0.5,0.5,1,0.652631579
entailment,0.926756024,0.70646286,0.93200136,0.833333333,0.8,0.75,0.666666667,1,0,0.683130051,0.737711114,1,0.857142857,0,0.973312402
neutral,0.676924229,0.398085117,0,0,0,0,0,0,0,0,0,1,0,0,0.405405405
neutral,0.42352581,0.313402861,0,0,0,0,0,0,0,0.133630621,0,1,0.142857143,0,0.428571429
neutral,0.419857979,0.293748617,0,0,0,0,0,0,0,0.144337567,0,0.875,0.125,0,0.315972222
neutral,0.56244123,0.334380686,0,0,0,0,0,0,0,0.133630621,0,0.9375,0.125,0,0.394736842
neutral,0.940623522,0.976623178,0.984071527,1,0.833333333,0.6,0.5,1,0,0.894427191,1,0.5625,1,1,1
neutral,0.877692044,0.780064404,0.970332818,0.777777778,0.25,0.142857143,0,1,0,0.667423812,0.7,0.35,0.6,1,0.7
contradiction,0.613738596,0.906147003,0.985257944,0.692307692,0.583333333,0.454545455,0.4,1,0.928571429,0.79385662,0.74451346,0.464285714,0.714285714,1,0.862767154
neutral,0.544615805,0.582915545,0.904795587,0.444444444,0.125,0,0,0,0,0.395284708,0.37032804,0.4,0.5,1,0.645378151
neutral,0.631207824,0.591808796,0.881051804,0.272727273,0.1,0,0,0,0.833333333,0.40824829,0.263523138,0.416666667,0.333333333,1,0.429042904
neutral,0.61311698,0.421037972,0.87777414,0.181818182,0,0,0,0,0.958333333,0.174077656,0.138323502,0.319444444,0.166666667,1,0.383333333
entailment,0.917227149,0.860767841,0.976249065,1,1,1,1,1,0,0.824957911,0.927884361,1,0.857142857,0,0.98062954
neutral,0.398383558,0.722088397,0.975800461,0.8,0.5,0,0,1,0,0.888888889,0.666666667,1,0.857142857,1,0.851851852
neutral,0.960844278,0.864680171,0.973166485,0.777777778,0.625,0.142857143,0,1,0,0.838525492,0.8,1,0.5,1,0.480769231
neutral,0.969102025,0.930915356,0.985082764,0.7,0.222222222,0,0,1,0,0.904534034,0.875,0.875,0.5,1,0.4921875
neutral,0.779124439,0.602469981,0.904468448,0.4,0.25,0,0,0,0,0.603022689,0.295084445,1,0.571428571,0,0.653061224
neutral,0.787479401,0.617237926,0.921026642,0.2,0.111111111,0,0,0,0,0.583333333,0.204407454,0.791666667,0.25,0,0.376041667
entailment,0.977535129,0.860858083,0.966089601,0.777777778,0.5,0.142857143,0,1,0,0.787726361,0.872727273,1,0.636363636,0,0.555371901
contradiction,0.447547555,0.795666814,0.971082869,0.75,0.571428571,0.5,0.4,1,0,0.800640769,0.939148551,1,0.8,1,0.893617021
neutral,0.48712787,0.345757782,0,0.272727273,0.1,0,0,0,1,0.233549683,0.184397292,0,0.181818182,0,0.355179704
neutral,0.460924625,0.306049883,0.858412269,0.181818182,0.1,0,0,0,1,0.167248402,0.169030851,0,0.181818182,1,0.380165289
contradiction,0.523436069,0.887985826,0.933797138,0.666666667,0.2,0,0,1,0,0.707106781,0.9375,0.9375,0.625,1,0.836538462
neutral,0.703601658,0.929321945,0.996161054,0.909090909,0.8,0.666666667,0.5,1,0,0.916666667,0.833333333,1,0.916666667,1,0.960629921
contradiction,0.233638525,0.570479751,0.948529836,0.625,0.428571429,0.166666667,0,1,0,0.589255651,0.712746668,0.53125,0.625,0,0.754032258
neutral,0.305337131,0.309078693,0.903922406,0.125,0,0,0,1,0,0.102062073,0.255155182,1,0.125,0,0.443925234
entailment,0.733948231,0.563880444,0.931107673,0.5,0.142857143,0,0,1,0,0.384900179,0.63900965,1,0.333333333,0,0.490196078
neutral,0.825294554,0.862983942,0.990213503,0.888888889,0.75,0.714285714,0.666666667,1,0,0.95,0.833333333,1,0.916666667,1,0.949152542
neutral,0.52480644,0.590424597,0.921945187,0.222222222,0,0,0,1,0,0.711512474,0.176776695,0.75,0.333333333,0,0.443181818
neutral,0.559542537,0.517839015,0.933943512,0.222222222,0,0,0,1,0,0.711512474,0.176776695,0.75,0.333333333,0,0.409090909
neutral,0.965030909,0.867747128,0.966826717,0.538461538,0,0,0,1,0,0.592999453,0.75,0,0.285714286,0,0.365546218
neutral,0.900103629,0.577750444,0.869969357,0.2,0,0,0,0,0,0.334496804,0.3086067,1,0.272727273,0,0.476190476
neutral,0.732708216,0.509425044,0.891847611,0.444444444,0.125,0,0,1,0,0.480384461,0.483951416,0,0.454545455,0,0.552967693
neutral,0.852007389,0.547511697,0.889564738,0.555555556,0.25,0.142857143,0,0,0,0.538461538,0.445361771,0,0.545454545,0,0.70995671
neutral,0.614422441,0.534567952,0.872924314,0.3,0,0,0,0,0,0.357142857,0.294845988,1,0.333333333,0,0.576738609
contradiction,0.562100768,0.873646557,0.98596876,0.909090909,0.8,0.777777778,0.75,1,0,0.907485213,0.931694991,1,0.916666667,1,0.968992248
contradiction,0.346741319,0.711311936,0.96862353,0.692307692,0.583333333,0.454545455,0.4,0,0,0.866025404,0.546761103,0.892857143,0.714285714,0,0.711382114
neutral,0.858304918,0.616733849,0.932101878,0.545454545,0.2,0.111111111,0,1,0,0.597614305,0.593366104,1,0.583333333,0,0.595419847
entailment,0.830078542,0.957577646,0.988196953,1,0.8,0.5,0.333333333,0,0,0.968245837,0.963585981,0,1,1,0.946360153
contradiction,0.3986426,0.921930075,0.975162408,1,0.6,0.5,0.333333333,1,0,0.894427191,1,1,0.777777778,1,0.912912913
entailment,0.954155564,0.883023977,0.983421194,0.909090909,0.6,0.555555556,0.5,1,0,0.927105069,0.830418859,0,0.857142857,0,0.831389699
neutral,0.455533653,0.687444925,0.91678417,0.333333333,0,0,0,0,0,0.635085296,0.202034406,0,0.444444444,1,0.772609819
entailment,0.947095513,0.82353282,0.965409347,0.833333333,0.8,0.75,0.666666667,1,0,0.857142857,0.75,1,0.857142857,1,0.885245902
neutral,0.713268578,0.534441888,0,0,0,0,0,0,0,0.183339699,0,0.769230769,0.076923077,0,0.273504274
neutral,0.219553411,0.497102916,0,0,0,0,0,0,0,0,0,0.9375,0,0,0.46875
neutral,0.639027357,0.542638242,0,0,0,0,0,0,0,0.101015254,0,0.791666667,0.083333333,0,0.312984496
entailment,0.987574697,0.8506248,0.94923201,0.5,0.142857143,0,0,0,0.833333333,0.738548946,0.645497224,0,0.555555556,1,0.601851852
contradiction,0.465677649,0.786033988,0.959066206,1,0.5,0.333333333,0,1,0,0.77151675,1,1,0.666666667,1,0.807909605
neutral,0.742388785,0.506297886,0,0.3,0.111111111,0,0,0,0,0.353553391,0.206559112,0.8,0.2,0,0.263291139
neutral,0.859437108,0.566177845,0.885937218,0.333333333,0.125,0,0,0,0,0.369274473,0.392837101,0.833333333,0.333333333,0,0.341880342
neutral,0.725270689,0.567130089,0.897989369,0.8,0,0,0,0,0,0.452910814,0.667823071,0,0.333333333,0,0.580321285
neutral,0.89015156,0.538705528,0.883480301,0.272727273,0.2,0,0,1,0,0.334496804,0.331953065,0,0.272727273,0,0.282436011
neutral,0.397588253,0.49772796,0.897030588,0.571428571,0,0,0,0,0,0.419313935,0.606091527,1,0.285714286,0,0.571428571
neutral,0.878998876,0.584231615,0.897989404,0.363636364,0.1,0,0,0,0,0.452910814,0.36426713,0.772727273,0.272727273,0,0.297918949
contradiction,0.68138957,0.902895629,0.983991065,0.818181818,0.5,0.444444444,0.375,1,0.954545455,0.85811633,0.954545455,0.318181818,0.727272727,1,0.818181818
neutral,0.969533443,0.909547687,0.992610608,0.9,0.333333333,0,0,1,0,0.9,1,0.5,0.4,1,0.646464646
neutral,0.356603622,0.229381531,0.885101367,0.2,0,0,0,0,0.909090909,0.301511345,0,0,0.181818182,0,0.45021645
neutral,0.404004157,0.262638003,0.879734252,0.2,0,0,0,0,0,0.210818511,0,0.95,0.1,0,0.368367347
neutral,0.291569531,0.208091736,0.875678284,0.222222222,0,0,0,0,1,0.3,0,0,0.2,0,0.504672897
neutral,0.092279926,0.259823263,0.871729216,0.222222222,0,0,0,0,0.85,0.239045722,0,0,0.2,0,0.453333333
entailment,0.96693033,0.88225615,0.925176839,0.833333333,0.8,0.75,0.666666667,1,0,0.717137166,0.81456762,1,0.857142857,1,0.988372093
neutral,0.757079899,0.760982752,0.965262467,0.833333333,0.6,0.5,0.333333333,1,0,0.857142857,0.75,1,0.857142857,1,0.897435897
neutral,0.624280453,0.603445232,0.888117611,0.666666667,0.4,0.25,0,0,0,0.455842306,0.766651878,1,0.571428571,0,0.811059908
neutral,0.710807621,0.557689786,0.918351378,0.375,0.285714286,0.166666667,0,1,0,0.421637021,0.422222222,1,0.333333333,1,0.637731481
entailment,0.898088098,0.872777343,0.979038365,0.9,0.888888889,0.875,0.857142857,0,0,0.849836586,0.762295901,1,0.909090909,1,0.938281902
contradiction,0.497518539,0.777921438,0.969685321,0.8,0.444444444,0.375,0.285714286,1,0,0.789352217,1,1,0.6,1,0.678125
contradiction,0.56254065,0.808012068,0.989196212,0.857142857,0.615384615,0.5,0.363636364,1,0,0.89566859,0.970588235,0.970588235,0.764705882,1,0.833710407
neutral,0.466103822,0.394391537,0.920496419,0.266666667,0.142857143,0,0,0,0,0.484182026,0,0.823529412,0.294117647,0,0.371517028
neutral,0.338609099,0.365135133,0.901074099,0.142857143,0,0,0,0,0,0.326860225,0,0.84375,0.125,0,0.375
neutral,0.482805401,0.424258292,0.934993563,0.333333333,0.181818182,0,0,0,0,0.565685425,0,1,0.428571429,0,0.525693731
neutral,0.415409029,0.32779479,0.894980382,0.142857143,0,0,0,0,0,0.18973666,0,0.794117647,0.117647059,0,0.214285714
entailment,0.987195015,0.985194087,0.994596723,1,0.888888889,0.75,0.571428571,1,0,0.963624112,1,1,1,1,0.994704325
contradiction,0.647393346,0.960352957,0.983513808,0.818181818,0.7,0.555555556,0.375,1,0,0.88949918,0.798611111,0.958333333,0.833333333,1,0.883169935
neutral,0.678118467,0.708097458,0.882864513,0.4,0.111111111,0,0,1,0,0.496138938,0.522727273,1,0.454545455,1,0.542087542
neutral,0.555753052,0.574252427,0.878560012,0.3,0,0,0,1,0,0.416025147,0.348550718,0.954545455,0.272727273,1,0.413308341
entailment,0.833982408,0.82927686,0.984699619,1,0.8,0.75,0.666666667,1,0,0.935414347,0.927884361,1,1,1,0.989010989
contradiction,0.646980464,0.814370453,0.943514217,0.75,0.571428571,0.333333333,0,1,0,0.8,0.670820393,1,0.75,1,0.794871795
neutral,0.593387604,0.394606352,0.881164879,0.25,0,0,0,0,0,0.358568583,0,0.9375,0.25,0,0.416666667
neutral,0.532040596,0.421423376,0.882332592,0.428571429,0.166666667,0,0,1,0,0.447213595,0.25,1,0.375,1,0.56
neutral,0.525809824,0.499562562,0.882668307,0.375,0.142857143,0,0,1,0,0.478091444,0.234375,0.9375,0.375,1,0.55
contradiction,0.445986807,0.822269559,0.973918345,0.75,0.428571429,0.333333333,0.2,1,0,0.843274043,0.944444444,0.944444444,0.666666667,1,0.755555556
neutral,0.66351819,0.70402205,0.906583158,0.4,0.222222222,0.125,0,0,0,0.666666667,0.484794845,0.791666667,0.5,0,0.476702509
neutral,0.459120512,0.47618258,0,0,0,0,0,0,0,0.239045722,0,1,0.142857143,0,0.352250489
neutral,0.611656725,0.669387102,0.939262866,0.6,0.5,0.333333333,0,1,0,0.737864787,0.535714286,1,0.714285714,0,0.767590618
neutral,0.302895546,0.416349828,0.867388124,0.3,0.111111111,0,0,0,0,0.416666667,0.357217254,0.875,0.333333333,0,0.398514851
neutral,0.904316127,0.864985228,0.976594528,0.7,0.444444444,0.125,0,1,0,0.730296743,0.6,1,0.7,1,0.8
entailment,0.981152356,0.897642493,0.984321701,1,0.833333333,0.8,0.75,1,0,0.935414347,0.958314847,0.535714286,1,1,0.986842105
neutral,0.539658785,0.385486543,0.880691475,0.1,0,0,0,0,0,0.119522861,0,0.425,0.1,0,0.343617021
contradiction,0.718646228,0.784202695,0.977114996,0.833333333,0.545454545,0.3,0.111111111,1,0,0.876714008,0.9258201,1,0.538461538,0,0.626086957
neutral,0.932912767,0.95764637,0.999999932,1,0.7,0.555555556,0.375,1,0,1,1,1,0.615384615,1,0.672566372
entailment,0.986120462,0.850420892,0.973486564,0.833333333,0.6,0.5,0.333333333,1,0,0.801783726,0.718736136,0,0.857142857,0,0.857142857
neutral,0.879837513,0.928656459,0.970418081,0.857142857,0.833333333,0.8,0.75,1,1,0.75,0.8,0.5,0.75,1,0.913580247
entailment,0.64120388,0.585865557,0.919086304,0.5,0,0,0,0,0,0.550019098,0.269974624,1,0.571428571,0,0.603174603
neutral,0.642062426,0.635469675,0.927050327,0.428571429,0,0,0,0,1,0.514495755,0.221852992,0,0.375,0,0.455357143
neutral,0.668087602,0.595859647,0.927050301,0.428571429,0,0,0,0,1,0.514495755,0.221852992,0,0.5,0,0.514175258
entailment,0.830686033,0.778147221,0.950953135,0.714285714,0.666666667,0.6,0.5,1,0,0.75,0.5,1,0.75,0,0.8
contradiction,0.519363165,0.864614725,0.976004125,0.75,0.571428571,0.333333333,0.2,1,0,0.824957911,0.708333333,0.944444444,0.777777778,1,0.842342342
entailment,0.907535195,0.849149168,0.98492804,0.705882353,0.5625,0.466666667,0.357142857,1,0,0.829227983,0.669890635,0.947368421,0.736842105,1,0.777054997
neutral,0.861429095,0.923902392,0.987450111,0.866666667,0.571428571,0.384615385,0.25,1,0,0.857142857,0.824957911,1,0.705882353,1,0.795321637
neutral,0,0.096512131,0.900518951,0.428571429,0,0,0,0,0,0.442325868,0,1,0.5,0,0.664370079
neutral,0.900780261,0.8759709,0.982467245,0.909090909,0.9,0.888888889,0.875,0,0,0.933563871,0.799070919,1,0.928571429,1,0.941558442
neutral,0.227728739,0.208003044,0.881320567,0.285714286,0,0,0,0,0,0.442325868,0.313688217,1,0.25,1,0.512376238
neutral,0.377114058,0.327368796,0,0.333333333,0.2,0,0,0,0,0.606779876,0.2806707,1,0.5,1,0.638888889
entailment,0.830713153,0.751245618,0.942341434,0.571428571,0.5,0.4,0.25,0,0,0.670820393,0.577350269,1,0.625,1,0.78125
neutral,0.383061677,0.670655012,0.966932593,0.833333333,0.8,0.75,0.666666667,1,0,0.9,0.666666667,1,0.875,1,0.830769231
entailment,0.876394153,0.610926151,0.91568202,0.714285714,0.666666667,0.6,0.5,1,0,0.505076272,0.554051251,1,0.714285714,0,0.863636364
neutral,0.78644526,0.661312222,0.87965322,0.428571429,0,0,0,1,0,0.358568583,0.618589574,1,0.428571429,0,0.671641791
neutral,0.204014421,0.226581201,0.883378007,0.166666667,0,0,0,0,0,0.422577127,0,1,0.25,0,0.377906977
entailment,0.706530571,0.428707957,0.911908084,0.333333333,0,0,0,1,0,0.507092553,0.294627825,1,0.375,0,0.542168675
entailment,0.942616701,0.893145621,0.991317566,0.875,0.857142857,0.833333333,0.8,1,0,0.941176471,0.8,1,0.909090909,0,0.9375
contradiction,0.603119254,0.85871768,0.983910515,1,0.714285714,0.5,0.2,1,0,0.907485213,1,1,0.818181818,1,0.883786317
neutral,0.872479439,0.812548518,0.978807875,0.666666667,0.125,0,0,1,1,0.807207353,0.8,0,0.454545455,0,0.488888889
neutral,0.561744928,0.945752382,0.996364734,1,0.875,0.714285714,0.5,1,0,0.963624112,1,1,1,1,1
neutral,0.332565248,0.609354973,0.944793621,0.3,0.111111111,0,0,0,0,0.583383351,0.349933856,0.958333333,0.333333333,0,0.371598639
neutral,0.560444474,0.554098606,0.934926325,0.333333333,0.125,0,0,0,0,0.605405515,0.365148372,1,0.363636364,0,0.38
entailment,0.866833329,0.889424622,0.979653719,0.769230769,0.666666667,0.545454545,0.4,1,0,0.890263815,0.7200823,0.933333333,0.8,1,0.83125
entailment,0.929793,0.887279868,0.969377309,0.818181818,0.7,0.555555556,0.375,1,0,0.818181818,0.833333333,1,0.818181818,1,0.929824561
neutral,0.772891223,0.584938407,0.856350849,0.181818182,0,0,0,0,0,0.138342893,0,1,0.181818182,0,0.614173228
neutral,0.789474905,0.60616225,0.865914742,0.181818182,0,0,0,0,0.923076923,0.146254485,0,0.461538462,0.153846154,0,0.430769231
entailment,0.783312023,0.610900223,0.860943378,0.181818182,0,0,0,0,0,0.146254485,0,1,0.181818182,0,0.605042017
entailment,0.877470851,0.940952063,0.987816237,1,1,1,1,1,0,0.957427108,0.963585981,0,1,1,0.981912145
contradiction,0.386565477,0.93749094,0.9942245,1,0.833333333,0.6,0.25,1,0,0.957427108,1,1,1,1,1
neutral,0.914322317,0.730529547,0.935764025,0.714285714,0,0,0,1,0,0.725240668,0.63900965,1,0.555555556,0,0.577319588
neutral,0.895756721,0.783043623,0.950887201,0.444444444,0,0,0,1,0,0.668993608,0.545454545,0.909090909,0.454545455,1,0.449438202
neutral,0.913202882,0.783370078,0.960942719,0.625,0,0,0,1,0,0.783349452,0.57,0.95,0.5,1,0.524137931
contradiction,0.464955628,0.862061381,0.985475109,0.818181818,0.6,0.555555556,0.5,1,0,0.880704846,0.958333333,0.958333333,0.75,1,0.818770227
entailment,0.949573398,0.819460511,0.974128972,0.666666667,0.125,0,0,0,0,0.820782682,0.570544331,1,0.75,0,0.719026549
neutral,0.944858789,0.947380543,0.985618309,0.75,0.636363636,0.6,0.555555556,1,0,0.908893259,0.777777778,0.933333333,0.8,1,0.840712468
neutral,0.935871363,0.929385066,0.979300615,0.7,0.333333333,0.25,0.142857143,1,0,0.894736842,0.842650088,0.923076923,0.692307692,1,0.620830497
neutral,0.753623605,0.381175816,0.929183662,0.333333333,0,0,0,0,0,0.636146425,0.158230961,0.866666667,0.4,1,0.459259259
neutral,0.737816811,0.409380436,0.916145622,0.222222222,0,0,0,1,0,0.50902781,0.2,1,0.363636364,1,0.383838384
neutral,0.769076467,0.490200937,0.933472834,0.4,0,0,0,0,0,0.636284763,0.168530018,0.923076923,0.461538462,1,0.52027972
neutral,0.392885923,0.386100471,0.920212219,0.363636364,0,0,0,0,0,0.463586325,0.190181444,1,0.333333333,1,0.516381766
neutral,0.788830161,0.457782328,0.938187319,0.444444444,0,0,0,0,0,0.636284763,0.199171839,1,0.545454545,1,0.595041322
neutral,0.901920795,0.800528526,0.97168241,0.8,0.555555556,0.375,0.285714286,1,0,0.818181818,0.666666667,1,0.818181818,1,0.880733945
entailment,0.957180262,0.84887594,0.952329342,0.875,0.857142857,0.833333333,0.8,1,0,0.745355992,0.777541914,1,0.8,1,0.886238532
neutral,0.918469131,0.825064778,0.967332254,0.583333333,0.363636364,0.3,0.222222222,0,0,0.70064905,0.427301585,0.923076923,0.615384615,0,0.694280079
entailment,0.97561878,0.895828009,0.986928754,0.9,0.555555556,0.5,0.428571429,0,0,0.856348839,0.841654636,1,0.818181818,0,0.832049307
entailment,0.993342221,0.932981849,0.989217903,0.722222222,0.470588235,0.375,0.333333333,1,0.875,0.891132789,0.834279766,0,0.65,1,0.638020833
contradiction,0.360200316,0.872526169,0.993304507,0.944444444,0.764705882,0.6875,0.6,1,1,0.893819357,1,0,0.85,1,0.932657658
neutral,0.878061414,0.680146337,0.971678142,0.555555556,0.117647059,0,0,1,0.825,0.735980072,0.703562364,0.275,0.3,0,0.33
neutral,0.799581707,0.672515631,0.975886246,0.636363636,0.5,0.333333333,0.25,1,0,0.85811633,0.573126728,0.928571429,0.714285714,1,0.752895753
contradiction,0.327120215,0.667353988,0.974460696,0.75,0.285714286,0,0,1,0,0.839146392,1,1,0.4,1,0.55
neutral,0.767878473,0.48170945,0.926845615,0.454545455,0.2,0,0,0,0,0.565752382,0.2767614,0,0.428571429,1,0.546069315
neutral,0.213670939,0.214828908,0.909153556,0.166666667,0,0,0,0,0.75,0.471404521,0.202259959,0,0.1,1,0.16
neutral,0.882794738,0.544928908,0.927711157,0.307692308,0.083333333,0,0,0,0.9,0.596558759,0.348568501,0,0.4,1,0.470149254
neutral,0.782435656,0.673614025,0.958066742,0.75,0.428571429,0.166666667,0,1,0,0.777777778,0.5,1,0.777777778,1,0.833333333
neutral,0.759504795,0.862916589,0.966936736,0.75,0.571428571,0.333333333,0.2,1,0,0.777777778,0.75,1,0.777777778,1,0.818181818
entailment,0.984843671,0.895261228,0.97667151,1,1,1,1,1,0,0.866025404,1,1,1,1,1
neutral,0.153938591,0.092597574,0,0.125,0,0,0,0,0,0.166666667,0,0.722222222,0.111111111,0,0.266666667
entailment,0.382867098,0.24109152,0,0.25,0,0,0,0,0,0.166666667,0,1,0.25,0,0.518115942
neutral,0.331558406,0.817038655,0.981361561,0.636363636,0.5,0.333333333,0.125,1,0,0.820782682,0.68877551,0.482142857,0.714285714,1,0.754658385
neutral,0.761237681,0.841528773,0.98819142,0.909090909,0.8,0.666666667,0.5,1,0,0.916666667,0.833333333,0.5,0.916666667,1,0.929292929
neutral,0.56103766,0.71316731,0.934784097,0.545454545,0.2,0,0,0,0,0.596039561,0.642930625,0.520833333,0.583333333,1,0.546116505
entailment,0.979486525,0.848726511,0.959496948,1,1,1,1,1,1,0.861640437,1,0.416666667,1,1,0.970588235
contradiction,0.341701686,0.913251042,0.989538481,1,0.8,0.5,0,1,1,0.9258201,1,0.361111111,1,1,1
neutral,0.921990991,0.737229347,0.897353583,0.357142857,0.230769231,0.083333333,0,1,0.714285714,0.612372436,0.42591771,0.238095238,0.357142857,1,0.360480641
neutral,0.405038714,0.686391115,0.870124679,0.5,0.4,0.25,0,1,1,0.353553391,0.760638829,0,0.5,0,0.948979592
